issue_id,issue_number,title,state,created,closed,labels,user,assignees,closed_by
1535307999,159,favicon missing,closed,1673892032.0,1685969082.0,"[{'id': 2789572993, 'node_id': 'MDU6TGFiZWwyNzg5NTcyOTkz', 'url': 'https://api.github.com/repos/microsoft/AI-For-Beginners/labels/enhancement', 'name': 'enhancement', 'color': 'a2eeef', 'default': True, 'description': 'New feature or request'}]","{'login': 'ahmad1284', 'id': 83442967, 'node_id': 'MDQ6VXNlcjgzNDQyOTY3', 'avatar_url': 'https://avatars.githubusercontent.com/u/83442967?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ahmad1284', 'html_url': 'https://github.com/ahmad1284', 'followers_url': 'https://api.github.com/users/ahmad1284/followers', 'following_url': 'https://api.github.com/users/ahmad1284/following{/other_user}', 'gists_url': 'https://api.github.com/users/ahmad1284/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ahmad1284/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ahmad1284/subscriptions', 'organizations_url': 'https://api.github.com/users/ahmad1284/orgs', 'repos_url': 'https://api.github.com/users/ahmad1284/repos', 'events_url': 'https://api.github.com/users/ahmad1284/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ahmad1284/received_events', 'type': 'User', 'site_admin': False}","{'login': 'gdequeiroz', 'id': 1934546, 'node_id': 'MDQ6VXNlcjE5MzQ1NDY=', 'avatar_url': 'https://avatars.githubusercontent.com/u/1934546?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/gdequeiroz', 'html_url': 'https://github.com/gdequeiroz', 'followers_url': 'https://api.github.com/users/gdequeiroz/followers', 'following_url': 'https://api.github.com/users/gdequeiroz/following{/other_user}', 'gists_url': 'https://api.github.com/users/gdequeiroz/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/gdequeiroz/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/gdequeiroz/subscriptions', 'organizations_url': 'https://api.github.com/users/gdequeiroz/orgs', 'repos_url': 'https://api.github.com/users/gdequeiroz/repos', 'events_url': 'https://api.github.com/users/gdequeiroz/events{/privacy}', 'received_events_url': 'https://api.github.com/users/gdequeiroz/received_events', 'type': 'User', 'site_admin': False}",BethanyJep
1755708256,197,Slot Online Gacor Terbaru dan Terpercaya Hari ini,closed,1686693738.0,1686694022.0,[],"{'login': 'Itomaukemana', 'id': 136518238, 'node_id': 'U_kgDOCCMaXg', 'avatar_url': 'https://avatars.githubusercontent.com/u/136518238?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Itomaukemana', 'html_url': 'https://github.com/Itomaukemana', 'followers_url': 'https://api.github.com/users/Itomaukemana/followers', 'following_url': 'https://api.github.com/users/Itomaukemana/following{/other_user}', 'gists_url': 'https://api.github.com/users/Itomaukemana/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Itomaukemana/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Itomaukemana/subscriptions', 'organizations_url': 'https://api.github.com/users/Itomaukemana/orgs', 'repos_url': 'https://api.github.com/users/Itomaukemana/repos', 'events_url': 'https://api.github.com/users/Itomaukemana/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Itomaukemana/received_events', 'type': 'User', 'site_admin': False}",,Itomaukemana
1754631644,195,Ai for beginners 👌,open,1686654519.0,2023-06-13 22:11:32.070704,[],"{'login': 'adilhub', 'id': 47398351, 'node_id': 'MDQ6VXNlcjQ3Mzk4MzUx', 'avatar_url': 'https://avatars.githubusercontent.com/u/47398351?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/adilhub', 'html_url': 'https://github.com/adilhub', 'followers_url': 'https://api.github.com/users/adilhub/followers', 'following_url': 'https://api.github.com/users/adilhub/following{/other_user}', 'gists_url': 'https://api.github.com/users/adilhub/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/adilhub/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/adilhub/subscriptions', 'organizations_url': 'https://api.github.com/users/adilhub/orgs', 'repos_url': 'https://api.github.com/users/adilhub/repos', 'events_url': 'https://api.github.com/users/adilhub/events{/privacy}', 'received_events_url': 'https://api.github.com/users/adilhub/received_events', 'type': 'User', 'site_admin': False}",,
1754082333,194,Link in Lesson 2 not working properly,closed,1686635050.0,1686636637.0,[],"{'login': 'Curious-x', 'id': 98901875, 'node_id': 'U_kgDOBeUfcw', 'avatar_url': 'https://avatars.githubusercontent.com/u/98901875?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Curious-x', 'html_url': 'https://github.com/Curious-x', 'followers_url': 'https://api.github.com/users/Curious-x/followers', 'following_url': 'https://api.github.com/users/Curious-x/following{/other_user}', 'gists_url': 'https://api.github.com/users/Curious-x/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Curious-x/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Curious-x/subscriptions', 'organizations_url': 'https://api.github.com/users/Curious-x/orgs', 'repos_url': 'https://api.github.com/users/Curious-x/repos', 'events_url': 'https://api.github.com/users/Curious-x/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Curious-x/received_events', 'type': 'User', 'site_admin': False}",,Curious-x
1753907118,193,add,open,1686622649.0,2023-06-13 22:11:32.284033,[],"{'login': 'sevenpeach12', 'id': 136293572, 'node_id': 'U_kgDOCB-sxA', 'avatar_url': 'https://avatars.githubusercontent.com/u/136293572?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/sevenpeach12', 'html_url': 'https://github.com/sevenpeach12', 'followers_url': 'https://api.github.com/users/sevenpeach12/followers', 'following_url': 'https://api.github.com/users/sevenpeach12/following{/other_user}', 'gists_url': 'https://api.github.com/users/sevenpeach12/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/sevenpeach12/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/sevenpeach12/subscriptions', 'organizations_url': 'https://api.github.com/users/sevenpeach12/orgs', 'repos_url': 'https://api.github.com/users/sevenpeach12/repos', 'events_url': 'https://api.github.com/users/sevenpeach12/events{/privacy}', 'received_events_url': 'https://api.github.com/users/sevenpeach12/received_events', 'type': 'User', 'site_admin': False}",,
1753346893,187,Futurism,open,1686595425.0,2023-06-13 22:11:32.284033,[],"{'login': 'doypro', 'id': 129387549, 'node_id': 'U_kgDOB7ZMHQ', 'avatar_url': 'https://avatars.githubusercontent.com/u/129387549?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/doypro', 'html_url': 'https://github.com/doypro', 'followers_url': 'https://api.github.com/users/doypro/followers', 'following_url': 'https://api.github.com/users/doypro/following{/other_user}', 'gists_url': 'https://api.github.com/users/doypro/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/doypro/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/doypro/subscriptions', 'organizations_url': 'https://api.github.com/users/doypro/orgs', 'repos_url': 'https://api.github.com/users/doypro/repos', 'events_url': 'https://api.github.com/users/doypro/events{/privacy}', 'received_events_url': 'https://api.github.com/users/doypro/received_events', 'type': 'User', 'site_admin': False}",,
1752731939,185,Neural Network isn't how children learns,open,1686575211.0,2023-06-13 22:11:32.284033,[],"{'login': 'Chillance', 'id': 362637, 'node_id': 'MDQ6VXNlcjM2MjYzNw==', 'avatar_url': 'https://avatars.githubusercontent.com/u/362637?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Chillance', 'html_url': 'https://github.com/Chillance', 'followers_url': 'https://api.github.com/users/Chillance/followers', 'following_url': 'https://api.github.com/users/Chillance/following{/other_user}', 'gists_url': 'https://api.github.com/users/Chillance/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Chillance/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Chillance/subscriptions', 'organizations_url': 'https://api.github.com/users/Chillance/orgs', 'repos_url': 'https://api.github.com/users/Chillance/repos', 'events_url': 'https://api.github.com/users/Chillance/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Chillance/received_events', 'type': 'User', 'site_admin': False}",,
1752645625,184,a little bit outdated?,open,1686572330.0,2023-06-13 22:11:32.284033,[],"{'login': 'schuerstedt', 'id': 2076412, 'node_id': 'MDQ6VXNlcjIwNzY0MTI=', 'avatar_url': 'https://avatars.githubusercontent.com/u/2076412?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/schuerstedt', 'html_url': 'https://github.com/schuerstedt', 'followers_url': 'https://api.github.com/users/schuerstedt/followers', 'following_url': 'https://api.github.com/users/schuerstedt/following{/other_user}', 'gists_url': 'https://api.github.com/users/schuerstedt/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/schuerstedt/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/schuerstedt/subscriptions', 'organizations_url': 'https://api.github.com/users/schuerstedt/orgs', 'repos_url': 'https://api.github.com/users/schuerstedt/repos', 'events_url': 'https://api.github.com/users/schuerstedt/events{/privacy}', 'received_events_url': 'https://api.github.com/users/schuerstedt/received_events', 'type': 'User', 'site_admin': False}",,
1752574756,183,Microsoft AI,open,1686570572.0,2023-06-13 22:11:32.284033,[],"{'login': 'payam24793', 'id': 47268180, 'node_id': 'MDQ6VXNlcjQ3MjY4MTgw', 'avatar_url': 'https://avatars.githubusercontent.com/u/47268180?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/payam24793', 'html_url': 'https://github.com/payam24793', 'followers_url': 'https://api.github.com/users/payam24793/followers', 'following_url': 'https://api.github.com/users/payam24793/following{/other_user}', 'gists_url': 'https://api.github.com/users/payam24793/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/payam24793/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/payam24793/subscriptions', 'organizations_url': 'https://api.github.com/users/payam24793/orgs', 'repos_url': 'https://api.github.com/users/payam24793/repos', 'events_url': 'https://api.github.com/users/payam24793/events{/privacy}', 'received_events_url': 'https://api.github.com/users/payam24793/received_events', 'type': 'User', 'site_admin': False}",,
1751779139,182,Ty,open,1686537441.0,2023-06-13 22:11:32.284033,[],"{'login': 'jokermegood', 'id': 114978558, 'node_id': 'U_kgDOBtpu_g', 'avatar_url': 'https://avatars.githubusercontent.com/u/114978558?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jokermegood', 'html_url': 'https://github.com/jokermegood', 'followers_url': 'https://api.github.com/users/jokermegood/followers', 'following_url': 'https://api.github.com/users/jokermegood/following{/other_user}', 'gists_url': 'https://api.github.com/users/jokermegood/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jokermegood/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jokermegood/subscriptions', 'organizations_url': 'https://api.github.com/users/jokermegood/orgs', 'repos_url': 'https://api.github.com/users/jokermegood/repos', 'events_url': 'https://api.github.com/users/jokermegood/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jokermegood/received_events', 'type': 'User', 'site_admin': False}",,
1751432076,181,Microsoft AI,open,1686490655.0,2023-06-13 22:11:32.284033,[],"{'login': 'nirmal23122000', 'id': 70838322, 'node_id': 'MDQ6VXNlcjcwODM4MzIy', 'avatar_url': 'https://avatars.githubusercontent.com/u/70838322?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/nirmal23122000', 'html_url': 'https://github.com/nirmal23122000', 'followers_url': 'https://api.github.com/users/nirmal23122000/followers', 'following_url': 'https://api.github.com/users/nirmal23122000/following{/other_user}', 'gists_url': 'https://api.github.com/users/nirmal23122000/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/nirmal23122000/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/nirmal23122000/subscriptions', 'organizations_url': 'https://api.github.com/users/nirmal23122000/orgs', 'repos_url': 'https://api.github.com/users/nirmal23122000/repos', 'events_url': 'https://api.github.com/users/nirmal23122000/events{/privacy}', 'received_events_url': 'https://api.github.com/users/nirmal23122000/received_events', 'type': 'User', 'site_admin': False}",,
1751319469,178,Ai Microsoft ,open,1686471962.0,2023-06-13 22:11:32.284033,[],"{'login': 'suyog56', 'id': 75977740, 'node_id': 'MDQ6VXNlcjc1OTc3NzQw', 'avatar_url': 'https://avatars.githubusercontent.com/u/75977740?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/suyog56', 'html_url': 'https://github.com/suyog56', 'followers_url': 'https://api.github.com/users/suyog56/followers', 'following_url': 'https://api.github.com/users/suyog56/following{/other_user}', 'gists_url': 'https://api.github.com/users/suyog56/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/suyog56/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/suyog56/subscriptions', 'organizations_url': 'https://api.github.com/users/suyog56/orgs', 'repos_url': 'https://api.github.com/users/suyog56/repos', 'events_url': 'https://api.github.com/users/suyog56/events{/privacy}', 'received_events_url': 'https://api.github.com/users/suyog56/received_events', 'type': 'User', 'site_admin': False}",,
1751246424,177,AI,open,1686459830.0,2023-06-13 22:11:32.284033,[],"{'login': 'Yahmadtoro1', 'id': 130649779, 'node_id': 'U_kgDOB8mOsw', 'avatar_url': 'https://avatars.githubusercontent.com/u/130649779?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Yahmadtoro1', 'html_url': 'https://github.com/Yahmadtoro1', 'followers_url': 'https://api.github.com/users/Yahmadtoro1/followers', 'following_url': 'https://api.github.com/users/Yahmadtoro1/following{/other_user}', 'gists_url': 'https://api.github.com/users/Yahmadtoro1/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Yahmadtoro1/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Yahmadtoro1/subscriptions', 'organizations_url': 'https://api.github.com/users/Yahmadtoro1/orgs', 'repos_url': 'https://api.github.com/users/Yahmadtoro1/repos', 'events_url': 'https://api.github.com/users/Yahmadtoro1/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Yahmadtoro1/received_events', 'type': 'User', 'site_admin': False}",,
1751215530,176,https://www.facebook.com/bradley.jennings.56thejoker?mibextid=LQQJ4d,open,1686454161.0,2023-06-13 22:11:32.285042,[],"{'login': 'jokermegood', 'id': 114978558, 'node_id': 'U_kgDOBtpu_g', 'avatar_url': 'https://avatars.githubusercontent.com/u/114978558?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jokermegood', 'html_url': 'https://github.com/jokermegood', 'followers_url': 'https://api.github.com/users/jokermegood/followers', 'following_url': 'https://api.github.com/users/jokermegood/following{/other_user}', 'gists_url': 'https://api.github.com/users/jokermegood/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jokermegood/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jokermegood/subscriptions', 'organizations_url': 'https://api.github.com/users/jokermegood/orgs', 'repos_url': 'https://api.github.com/users/jokermegood/repos', 'events_url': 'https://api.github.com/users/jokermegood/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jokermegood/received_events', 'type': 'User', 'site_admin': False}",,
1750782951,175,Ai,open,1686370086.0,2023-06-13 22:11:32.285042,[],"{'login': 'rokdesachin', 'id': 38802188, 'node_id': 'MDQ6VXNlcjM4ODAyMTg4', 'avatar_url': 'https://avatars.githubusercontent.com/u/38802188?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/rokdesachin', 'html_url': 'https://github.com/rokdesachin', 'followers_url': 'https://api.github.com/users/rokdesachin/followers', 'following_url': 'https://api.github.com/users/rokdesachin/following{/other_user}', 'gists_url': 'https://api.github.com/users/rokdesachin/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/rokdesachin/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/rokdesachin/subscriptions', 'organizations_url': 'https://api.github.com/users/rokdesachin/orgs', 'repos_url': 'https://api.github.com/users/rokdesachin/repos', 'events_url': 'https://api.github.com/users/rokdesachin/events{/privacy}', 'received_events_url': 'https://api.github.com/users/rokdesachin/received_events', 'type': 'User', 'site_admin': False}",,
1748423255,174,Learning ai ,open,1686248219.0,2023-06-13 22:11:32.285042,[],"{'login': 'Achraf0088', 'id': 133068691, 'node_id': 'U_kgDOB-53kw', 'avatar_url': 'https://avatars.githubusercontent.com/u/133068691?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Achraf0088', 'html_url': 'https://github.com/Achraf0088', 'followers_url': 'https://api.github.com/users/Achraf0088/followers', 'following_url': 'https://api.github.com/users/Achraf0088/following{/other_user}', 'gists_url': 'https://api.github.com/users/Achraf0088/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Achraf0088/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Achraf0088/subscriptions', 'organizations_url': 'https://api.github.com/users/Achraf0088/orgs', 'repos_url': 'https://api.github.com/users/Achraf0088/repos', 'events_url': 'https://api.github.com/users/Achraf0088/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Achraf0088/received_events', 'type': 'User', 'site_admin': False}",,
1747840311,172,Ai begins ,open,1686228835.0,2023-06-13 22:11:32.285042,[],"{'login': 'morningsunshine0401', 'id': 109836008, 'node_id': 'U_kgDOBov26A', 'avatar_url': 'https://avatars.githubusercontent.com/u/109836008?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/morningsunshine0401', 'html_url': 'https://github.com/morningsunshine0401', 'followers_url': 'https://api.github.com/users/morningsunshine0401/followers', 'following_url': 'https://api.github.com/users/morningsunshine0401/following{/other_user}', 'gists_url': 'https://api.github.com/users/morningsunshine0401/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/morningsunshine0401/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/morningsunshine0401/subscriptions', 'organizations_url': 'https://api.github.com/users/morningsunshine0401/orgs', 'repos_url': 'https://api.github.com/users/morningsunshine0401/repos', 'events_url': 'https://api.github.com/users/morningsunshine0401/events{/privacy}', 'received_events_url': 'https://api.github.com/users/morningsunshine0401/received_events', 'type': 'User', 'site_admin': False}",,
1747783375,171,Ai for Beginners,open,1686226878.0,2023-06-13 22:11:32.285042,[],"{'login': 'SeekData007', 'id': 135977819, 'node_id': 'U_kgDOCBrbWw', 'avatar_url': 'https://avatars.githubusercontent.com/u/135977819?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/SeekData007', 'html_url': 'https://github.com/SeekData007', 'followers_url': 'https://api.github.com/users/SeekData007/followers', 'following_url': 'https://api.github.com/users/SeekData007/following{/other_user}', 'gists_url': 'https://api.github.com/users/SeekData007/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/SeekData007/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/SeekData007/subscriptions', 'organizations_url': 'https://api.github.com/users/SeekData007/orgs', 'repos_url': 'https://api.github.com/users/SeekData007/repos', 'events_url': 'https://api.github.com/users/SeekData007/events{/privacy}', 'received_events_url': 'https://api.github.com/users/SeekData007/received_events', 'type': 'User', 'site_admin': False}",,
1731157143,169,Artificial intelligence,closed,1685388112.0,1685696198.0,[],"{'login': 'cocojuana', 'id': 133243102, 'node_id': 'U_kgDOB_Eg3g', 'avatar_url': 'https://avatars.githubusercontent.com/u/133243102?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/cocojuana', 'html_url': 'https://github.com/cocojuana', 'followers_url': 'https://api.github.com/users/cocojuana/followers', 'following_url': 'https://api.github.com/users/cocojuana/following{/other_user}', 'gists_url': 'https://api.github.com/users/cocojuana/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/cocojuana/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/cocojuana/subscriptions', 'organizations_url': 'https://api.github.com/users/cocojuana/orgs', 'repos_url': 'https://api.github.com/users/cocojuana/repos', 'events_url': 'https://api.github.com/users/cocojuana/events{/privacy}', 'received_events_url': 'https://api.github.com/users/cocojuana/received_events', 'type': 'User', 'site_admin': False}",,BethanyJep
1701532996,168,Using device-agnostic code in PyTorch,open,1683618147.0,2023-06-13 22:11:32.605386,[],"{'login': 'mohamedalishiha', 'id': 78316497, 'node_id': 'MDQ6VXNlcjc4MzE2NDk3', 'avatar_url': 'https://avatars.githubusercontent.com/u/78316497?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/mohamedalishiha', 'html_url': 'https://github.com/mohamedalishiha', 'followers_url': 'https://api.github.com/users/mohamedalishiha/followers', 'following_url': 'https://api.github.com/users/mohamedalishiha/following{/other_user}', 'gists_url': 'https://api.github.com/users/mohamedalishiha/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/mohamedalishiha/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/mohamedalishiha/subscriptions', 'organizations_url': 'https://api.github.com/users/mohamedalishiha/orgs', 'repos_url': 'https://api.github.com/users/mohamedalishiha/repos', 'events_url': 'https://api.github.com/users/mohamedalishiha/events{/privacy}', 'received_events_url': 'https://api.github.com/users/mohamedalishiha/received_events', 'type': 'User', 'site_admin': False}",,
1536397341,161,AI,closed,1673962748.0,1673962767.0,[],"{'login': 'Mus7286', 'id': 122805597, 'node_id': 'U_kgDOB1HdXQ', 'avatar_url': 'https://avatars.githubusercontent.com/u/122805597?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Mus7286', 'html_url': 'https://github.com/Mus7286', 'followers_url': 'https://api.github.com/users/Mus7286/followers', 'following_url': 'https://api.github.com/users/Mus7286/following{/other_user}', 'gists_url': 'https://api.github.com/users/Mus7286/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Mus7286/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Mus7286/subscriptions', 'organizations_url': 'https://api.github.com/users/Mus7286/orgs', 'repos_url': 'https://api.github.com/users/Mus7286/repos', 'events_url': 'https://api.github.com/users/Mus7286/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Mus7286/received_events', 'type': 'User', 'site_admin': False}",,Mus7286
1536252394,160,Ai B,closed,1673956361.0,1673977348.0,[],"{'login': 'FatyMaster', 'id': 122818467, 'node_id': 'U_kgDOB1IPow', 'avatar_url': 'https://avatars.githubusercontent.com/u/122818467?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/FatyMaster', 'html_url': 'https://github.com/FatyMaster', 'followers_url': 'https://api.github.com/users/FatyMaster/followers', 'following_url': 'https://api.github.com/users/FatyMaster/following{/other_user}', 'gists_url': 'https://api.github.com/users/FatyMaster/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/FatyMaster/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/FatyMaster/subscriptions', 'organizations_url': 'https://api.github.com/users/FatyMaster/orgs', 'repos_url': 'https://api.github.com/users/FatyMaster/repos', 'events_url': 'https://api.github.com/users/FatyMaster/events{/privacy}', 'received_events_url': 'https://api.github.com/users/FatyMaster/received_events', 'type': 'User', 'site_admin': False}",,carlotta94c
1535307999,159,favicon missing,closed,1673892032.0,1685969082.0,"[{'id': 2789572993, 'node_id': 'MDU6TGFiZWwyNzg5NTcyOTkz', 'url': 'https://api.github.com/repos/microsoft/AI-For-Beginners/labels/enhancement', 'name': 'enhancement', 'color': 'a2eeef', 'default': True, 'description': 'New feature or request'}]","{'login': 'ahmad1284', 'id': 83442967, 'node_id': 'MDQ6VXNlcjgzNDQyOTY3', 'avatar_url': 'https://avatars.githubusercontent.com/u/83442967?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ahmad1284', 'html_url': 'https://github.com/ahmad1284', 'followers_url': 'https://api.github.com/users/ahmad1284/followers', 'following_url': 'https://api.github.com/users/ahmad1284/following{/other_user}', 'gists_url': 'https://api.github.com/users/ahmad1284/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ahmad1284/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ahmad1284/subscriptions', 'organizations_url': 'https://api.github.com/users/ahmad1284/orgs', 'repos_url': 'https://api.github.com/users/ahmad1284/repos', 'events_url': 'https://api.github.com/users/ahmad1284/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ahmad1284/received_events', 'type': 'User', 'site_admin': False}","{'login': 'gdequeiroz', 'id': 1934546, 'node_id': 'MDQ6VXNlcjE5MzQ1NDY=', 'avatar_url': 'https://avatars.githubusercontent.com/u/1934546?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/gdequeiroz', 'html_url': 'https://github.com/gdequeiroz', 'followers_url': 'https://api.github.com/users/gdequeiroz/followers', 'following_url': 'https://api.github.com/users/gdequeiroz/following{/other_user}', 'gists_url': 'https://api.github.com/users/gdequeiroz/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/gdequeiroz/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/gdequeiroz/subscriptions', 'organizations_url': 'https://api.github.com/users/gdequeiroz/orgs', 'repos_url': 'https://api.github.com/users/gdequeiroz/repos', 'events_url': 'https://api.github.com/users/gdequeiroz/events{/privacy}', 'received_events_url': 'https://api.github.com/users/gdequeiroz/received_events', 'type': 'User', 'site_admin': False}",BethanyJep
